Vehicle_Make,Vehicle_Model,Vehicle_Year,Vehicle_Value,Severity,Damage_Type,Num_Vehicles_Involved,Road_Type,Time_Hour,Injuries,Repair_Cost,Medical_Cost,Total_Cost
Mazda,CX-5,2016,7048,2,Moderate,2,Rural,5,0,6797,13106,30701
Honda,Accord,2016,7423,1,Minor,1,Urban,4,0,2130,1913,4956
BMW,3 Series,2015,9701,1,Minor,2,Highway,6,0,2955,1522,8629
Mazda,CX-5,2023,30539,3,Severe,4,Highway,9,2,30574,12615,123333
Mazda,CX-5,2015,7614,2,Moderate,4,Residential,16,0,6941,10756,34725
Mercedes-Benz,C-Class,2015,12460,4,Total Loss,4,Highway,13,4,11837,135385,411824
Hyundai,Elantra,2024,25219,2,Severe,2,Urban,21,2,26348,5444,40643
Ford,F-150,2015,14236,1,Minor,1,Urban,2,0,3208,2647,7749
Subaru,Outback,2017,12131,1,Minor,2,Residential,8,0,2591,3175,6281
Mercedes-Benz,C-Class,2017,14183,2,Minor,1,Urban,14,1,3769,6558,10037
Chevrolet,Silverado,2015,11416,2,Moderate,4,Rural,2,2,9109,10061,48118
Toyota,Corolla,2023,20281,2,Moderate,4,Residential,23,0,9563,7984,41258
Honda,Civic,2016,7675,2,Severe,2,Highway,5,4,18684,8599,61618
Honda,Civic,2024,19343,1,Minor,3,Rural,3,0,3047,1316,8418
Jeep,Wrangler,2018,13693,2,Moderate,3,Urban,5,6,9518,12532,46014
Nissan,Altima,2021,18832,4,Total Loss,4,Highway,12,4,17890,132125,333864
Nissan,Altima,2021,13299,1,Minor,2,Highway,18,0,2563,1845,7593
Mazda,CX-5,2020,17545,1,Moderate,3,Residential,21,0,9473,2458,16800
BMW,3 Series,2018,19870,3,Severe,2,Urban,13,2,32883,21451,74153
Nissan,Altima,2023,20225,4,Severe,4,Rural,8,2,24708,78296,215122
Subaru,Outback,2015,7664,4,Severe,3,Residential,8,2,19138,122109,235396
Tesla,Model Y,2024,46029,1,Minor,3,Rural,19,0,9785,2653,20528
Nissan,Altima,2016,6136,3,Total Loss,2,Highway,0,1,5829,30768,94493
Ford,F-150,2024,50705,4,Total Loss,4,Urban,21,0,48169,136442,400733
BMW,3 Series,2023,44744,4,Severe,2,Rural,20,3,55269,48482,141367
Jeep,Wrangler,2022,25950,1,Moderate,4,Highway,16,0,13563,3302,48255
BMW,3 Series,2015,8696,4,Total Loss,4,Urban,7,8,8261,50113,125075
Jeep,Wrangler,2023,29276,2,Moderate,2,Rural,23,1,14661,8365,36471
Subaru,Outback,2023,24188,3,Total Loss,3,Highway,6,2,22978,25419,123788
Honda,Accord,2020,16771,1,Moderate,3,Urban,2,0,9276,3491,29620
Jeep,Wrangler,2017,11877,4,Severe,2,Urban,12,3,22838,81574,134246
Toyota,Corolla,2018,10432,2,Moderate,2,Highway,18,2,7347,10880,28507
Tesla,Model Y,2023,53330,4,Severe,4,Urban,17,0,72596,68894,302443
Jeep,Wrangler,2021,20892,2,Moderate,2,Highway,5,0,11894,9004,39522
Tesla,Model Y,2024,49857,2,Moderate,4,Residential,19,6,31922,12338,85860
Subaru,Outback,2021,17154,1,Minor,2,Rural,11,0,3043,1612,5359
Nissan,Altima,2020,13237,2,Moderate,4,Rural,13,4,8176,5584,23303
Honda,Accord,2020,17139,2,Moderate,1,Residential,7,1,9370,5957,13244
Tesla,Model 3,2021,27639,4,Severe,1,Urban,4,1,44850,80265,159019
Mazda,CX-5,2016,7955,1,Moderate,3,Highway,23,0,7028,2783,24387
Honda,Civic,2016,5783,4,Severe,4,Highway,2,3,17775,116851,359950
Jeep,Wrangler,2024,33280,3,Severe,1,Highway,20,2,36964,19417,69802
Mercedes-Benz,C-Class,2024,49448,4,Total Loss,1,Highway,9,1,46975,127614,225472
Toyota,Corolla,2023,19669,1,Minor,1,Residential,9,0,2975,2866,5904
Subaru,Outback,2016,10188,3,Total Loss,2,Urban,3,2,9678,30769,75479
Honda,Civic,2019,10410,4,Total Loss,2,Residential,23,1,9889,87175,163880
BMW,3 Series,2016,11210,1,Minor,3,Rural,15,0,3181,2329,8301
Chevrolet,Silverado,2023,37223,4,Total Loss,1,Residential,7,2,35361,94481,136240
Honda,Accord,2017,10302,4,Severe,2,Residential,17,4,20254,84446,140946
Honda,Accord,2021,23111,1,Minor,3,Rural,3,0,3464,3126,14018
Toyota,Camry,2019,10216,4,Total Loss,3,Rural,22,6,9705,52129,117042
Toyota,Corolla,2015,4235,3,Severe,1,Highway,8,0,16905,15513,43075
Hyundai,Elantra,2017,7904,1,Minor,1,Highway,4,0,2092,1304,5006
Toyota,Corolla,2022,18212,1,Minor,4,Rural,12,0,2865,2763,9622
Tesla,Model Y,2022,39596,4,Total Loss,1,Highway,1,0,37616,111514,229462
Toyota,Corolla,2021,13900,3,Severe,1,Rural,1,0,21255,28552,67284
Jeep,Wrangler,2023,35113,3,Moderate,3,Highway,5,4,16587,34154,142961
Mazda,CX-5,2016,9528,3,Total Loss,2,Urban,12,1,9051,32103,58139
Nissan,Altima,2019,9016,4,Severe,1,Highway,12,2,19327,86172,122904
Hyundai,Elantra,2021,15375,4,Severe,4,Residential,8,3,21918,142054,263142
Hyundai,Elantra,2018,10316,3,Severe,3,Urban,10,4,19642,44099,110232
Mazda,CX-5,2018,12597,1,Minor,2,Urban,1,0,2570,2194,7803
Ford,F-150,2020,17295,1,Minor,2,Rural,5,0,3575,1967,8924
Chevrolet,Silverado,2018,17071,1,Minor,3,Rural,5,0,3548,2408,12966
Jeep,Wrangler,2017,11646,3,Severe,3,Highway,9,1,22686,22943,96462
BMW,3 Series,2022,31683,4,Total Loss,1,Rural,14,0,30098,134178,172361
Hyundai,Elantra,2023,19030,3,Severe,2,Rural,10,4,23563,14804,49666
Mazda,CX-5,2024,25003,2,Moderate,3,Rural,17,2,11375,4949,28268
Subaru,Outback,2020,14753,4,Severe,2,Residential,22,2,22966,101337,167716
Mazda,CX-5,2022,24596,1,Moderate,1,Highway,20,0,11271,1243,17225
Jeep,Wrangler,2021,27625,1,Minor,3,Rural,19,0,4538,1371,9364
Honda,Civic,2024,23617,1,Minor,3,Rural,5,0,3389,1656,10431
Jeep,Wrangler,2021,22056,2,Moderate,2,Residential,11,2,12278,6480,18952
Subaru,Outback,2016,9632,2,Minor,2,Highway,21,3,2366,6199,15392
BMW,3 Series,2017,12302,4,Severe,4,Highway,12,8,26071,73262,258602
BMW,3 Series,2017,16819,2,Moderate,4,Urban,12,0,12568,12703,55178
Mazda,CX-5,2020,18089,3,Severe,4,Rural,20,7,24225,23120,90359
Tesla,Model 3,2019,23342,4,Severe,1,Residential,7,2,40209,47417,80218
Hyundai,Elantra,2024,24686,2,Severe,3,Urban,0,5,26108,13708,96645
Honda,Civic,2020,12687,4,Total Loss,4,Residential,23,7,12052,105444,216161
Chevrolet,Silverado,2020,24250,4,Total Loss,1,Highway,0,2,23037,89462,193789
Ford,F-150,2019,15661,4,Severe,4,Urban,8,0,26275,124377,355622
Subaru,Outback,2019,12732,4,Severe,2,Residential,22,0,21875,55321,131799
Chevrolet,Silverado,2015,13005,1,Minor,4,Rural,19,0,3060,2786,9675
Mazda,CX-5,2020,17184,2,Moderate,1,Urban,0,2,9381,9746,25253
Nissan,Altima,2019,11842,4,Total Loss,1,Residential,14,1,11249,78333,79363
Chevrolet,Silverado,2020,20389,2,Minor,4,Highway,6,5,3946,13295,41993
Hyundai,Elantra,2019,9210,2,Minor,4,Rural,5,8,2190,6197,21405
Mazda,CX-5,2016,7538,3,Severe,4,Residential,9,2,18844,24158,73612
Nissan,Altima,2024,21158,1,Moderate,4,Residential,5,0,10077,1212,27236
Hyundai,Elantra,2019,11617,4,Severe,2,Rural,1,0,20227,51746,112617
Mercedes-Benz,C-Class,2017,16008,4,Total Loss,2,Rural,6,4,15207,67970,101529
Hyundai,Elantra,2015,4491,1,Minor,1,Highway,22,0,1836,2919,6365
Tesla,Model Y,2022,36251,4,Total Loss,4,Residential,6,3,34438,128587,262594
Subaru,Outback,2017,10444,4,Total Loss,4,Residential,18,3,9921,88020,175114
Mercedes-Benz,C-Class,2020,23511,4,Total Loss,4,Rural,4,0,22335,76452,211833
Chevrolet,Silverado,2021,22842,3,Severe,2,Residential,10,4,31446,13532,66905
Tesla,Model 3,2021,32667,1,Minor,2,Urban,2,0,7380,1425,15313
Toyota,Camry,2019,11364,3,Total Loss,2,Urban,16,0,10795,13963,40120
Toyota,Camry,2015,7913,3,Severe,4,Residential,7,2,18798,28431,73213
Subaru,Outback,2022,26555,2,Moderate,2,Urban,11,2,12169,7114,24218
Jeep,Wrangler,2018,14556,1,Minor,4,Rural,3,0,3101,1623,9510
Tesla,Model Y,2023,38411,4,Total Loss,2,Urban,17,0,36490,88572,188847
Subaru,Outback,2024,26467,1,Moderate,1,Residential,4,0,12146,3577,16920
Nissan,Altima,2015,7150,3,Severe,4,Rural,14,1,18432,12662,61887
Honda,Accord,2016,7828,2,Moderate,3,Highway,6,0,6996,12913,47181
Toyota,Corolla,2019,10686,4,Total Loss,1,Rural,12,2,10151,116238,141993
Nissan,Altima,2018,8150,2,Severe,3,Rural,15,1,18912,9175,39343
Mercedes-Benz,C-Class,2019,22176,3,Severe,2,Urban,10,3,36288,36481,102226
Honda,Civic,2022,19368,3,Severe,1,Highway,12,0,24296,34366,73534
Mercedes-Benz,C-Class,2022,38904,4,Severe,2,Highway,2,0,52347,81658,267451
Toyota,Camry,2023,23114,2,Minor,3,Urban,23,3,3349,5894,20587
Tesla,Model Y,2021,30241,3,Severe,1,Rural,15,1,47660,26139,64397
Ford,F-150,2017,11545,4,Total Loss,4,Residential,11,0,10967,62033,117225
Tesla,Model 3,2023,41676,4,Total Loss,4,Highway,15,2,39592,57116,239066
Nissan,Altima,2016,6323,2,Severe,1,Urban,23,2,18035,11726,41323
Tesla,Model 3,2018,19251,4,Total Loss,2,Urban,18,1,18288,93652,168498
Nissan,Altima,2022,16519,2,Minor,4,Rural,7,2,2821,6777,19593
Nissan,Altima,2022,20107,1,Minor,1,Residential,1,0,3108,2277,6632
Toyota,Corolla,2018,8166,1,Moderate,1,Residential,3,0,6837,1680,9183
Chevrolet,Silverado,2023,27995,2,Moderate,2,Residential,6,3,15078,5462,21985
Tesla,Model 3,2019,20032,2,Moderate,3,Rural,12,0,15817,5350,32676
Chevrolet,Silverado,2018,22753,3,Total Loss,4,Urban,14,0,21615,33930,116060
Tesla,Model Y,2021,38559,3,Severe,4,Rural,22,7,56643,19513,186926
Toyota,Camry,2020,12258,3,Moderate,2,Residential,12,3,7941,38136,58594
BMW,3 Series,2019,20393,4,Total Loss,4,Residential,23,4,19373,142710,375485
Ford,F-150,2018,18210,3,Moderate,2,Rural,1,0,11555,41248,76543
Honda,Civic,2018,11871,3,Moderate,4,Rural,3,2,7849,30142,101954
Honda,Accord,2022,16512,2,Minor,3,Urban,14,0,2903,7390,15532
Mercedes-Benz,C-Class,2019,19948,3,Moderate,4,Rural,15,1,14575,33494,108961
Ford,F-150,2016,8773,4,Severe,1,Rural,5,2,21316,111806,169670
Toyota,Corolla,2023,19120,1,Minor,1,Rural,3,0,2934,2573,7405
Mercedes-Benz,C-Class,2015,13613,3,Severe,2,Rural,23,3,28068,29946,83021
Chevrolet,Silverado,2023,48552,1,Minor,1,Highway,9,0,7326,2707,12594
Honda,Civic,2017,9744,3,Total Loss,4,Residential,14,5,9256,14866,41747
BMW,3 Series,2023,36336,3,Severe,1,Residential,11,0,47702,41062,87187
Hyundai,Elantra,2021,16763,4,Total Loss,1,Highway,1,2,15924,97406,196584
Tesla,Model 3,2018,17086,4,Total Loss,3,Urban,4,5,16231,51371,124532
Toyota,Corolla,2016,6888,1,Minor,1,Residential,6,0,2016,1141,2754
BMW,3 Series,2021,25114,4,Severe,2,Urban,19,4,37602,116791,253750
Tesla,Model Y,2021,29094,2,Minor,3,Highway,3,6,6736,4922,29927
Tesla,Model 3,2024,50409,4,Total Loss,1,Rural,8,0,47888,126212,181279
Toyota,Camry,2018,9088,4,Total Loss,1,Urban,20,1,8633,47246,56282
Nissan,Altima,2017,6976,4,Severe,4,Urban,13,2,18348,111137,300946
BMW,3 Series,2017,16106,4,Total Loss,2,Rural,10,2,15300,61772,93280
Mazda,CX-5,2022,18324,4,Total Loss,4,Urban,13,1,17407,113161,274120
Honda,Accord,2019,16013,3,Severe,4,Highway,21,8,23166,13498,90885
Tesla,Model Y,2023,39605,3,Severe,4,Residential,18,5,57773,35198,176137
Subaru,Outback,2016,9954,1,Minor,3,Highway,5,0,2395,1280,10258
Ford,F-150,2024,31369,2,Moderate,3,Highway,6,5,16292,13865,54630
Ford,F-150,2022,39285,4,Total Loss,2,Rural,6,0,37320,105154,169967
BMW,3 Series,2021,27020,2,Moderate,1,Residential,21,2,17159,9813,27743
Nissan,Altima,2018,9287,1,Moderate,2,Urban,19,0,7228,1732,14628
Honda,Accord,2017,8159,2,Moderate,2,Urban,2,2,7080,12251,33977
Mercedes-Benz,C-Class,2017,17743,2,Moderate,1,Residential,21,0,13516,12112,20777
Honda,Civic,2019,8897,4,Severe,2,Urban,15,3,19270,93758,156816
Tesla,Model Y,2021,36532,1,Minor,4,Rural,10,0,8075,2585,22229
Tesla,Model 3,2021,28232,2,Moderate,1,Residential,21,2,20245,4051,19186
Tesla,Model 3,2018,16057,2,Moderate,2,Urban,0,1,13670,5346,30624
Jeep,Wrangler,2024,42176,3,Moderate,3,Rural,11,3,18918,29702,89080
BMW,3 Series,2022,29224,2,Moderate,3,Highway,16,1,18150,8507,48218
Honda,Accord,2020,18692,1,Minor,4,Residential,21,0,3088,3501,11056
Tesla,Model 3,2022,31322,4,Total Loss,4,Rural,14,4,29755,133900,349156
Tesla,Model 3,2020,21673,1,Minor,4,Rural,20,0,5401,3190,15950
Ford,F-150,2022,35840,2,Moderate,4,Highway,13,7,17902,13688,81532
BMW,3 Series,2020,21988,3,Moderate,3,Urban,17,5,14894,16948,66571
Chevrolet,Silverado,2019,20814,2,Minor,2,Urban,22,1,3997,11186,27382
Nissan,Altima,2019,13631,2,Moderate,2,Urban,13,1,8271,11072,30424
Honda,Civic,2015,6974,4,Total Loss,3,Rural,6,0,6625,98600,152570
Hyundai,Elantra,2024,26574,2,Minor,3,Highway,12,0,3493,4531,18961
Subaru,Outback,2024,32946,4,Total Loss,4,Residential,18,4,31298,73525,177852
Hyundai,Elantra,2018,9926,2,Moderate,1,Urban,20,1,7233,7880,17600
Honda,Civic,2022,22484,1,Minor,3,Rural,18,0,3298,1888,7900
Ford,F-150,2019,17143,4,Total Loss,1,Rural,12,2,16285,86119,105933
Tesla,Model Y,2021,36918,1,Moderate,1,Rural,18,0,24935,3414,25772
Honda,Civic,2019,9045,3,Severe,1,Highway,21,0,19341,42281,98248
Jeep,Wrangler,2018,13894,4,Total Loss,2,Urban,7,3,13199,104341,164135
Tesla,Model Y,2021,38237,3,Severe,2,Rural,6,1,56295,13729,109141
Toyota,Corolla,2019,12090,2,Minor,2,Rural,20,0,2406,11062,18798
Mercedes-Benz,C-Class,2021,26953,1,Minor,1,Residential,3,0,5812,3051,9577
Tesla,Model 3,2020,26869,4,Total Loss,1,Rural,21,0,25525,95850,125514
Subaru,Outback,2017,9573,2,Moderate,4,Urban,12,1,7584,13681,45233
Mercedes-Benz,C-Class,2015,11463,4,Severe,2,Rural,7,3,26004,138259,208567
Hyundai,Elantra,2016,6413,2,Minor,3,Highway,16,3,1980,6088,14971
Tesla,Model 3,2019,24380,2,Severe,1,Rural,4,1,41330,8758,66252
Toyota,Corolla,2015,5249,2,Minor,1,Highway,14,2,1893,4260,8373
Subaru,Outback,2023,24196,1,Minor,1,Rural,0,0,3677,3009,8907
Honda,Civic,2020,13582,2,Moderate,1,Rural,15,1,8259,10487,19494
Tesla,Model Y,2022,41493,2,Moderate,4,Highway,8,8,27406,10297,104023
Toyota,Camry,2016,9102,2,Minor,1,Urban,2,0,2228,6239,12333
Jeep,Wrangler,2016,11547,1,Minor,1,Rural,17,0,2770,3399,6590
Mazda,CX-5,2021,21137,2,Minor,2,Urban,2,4,3296,9110,24175
Mazda,CX-5,2024,26174,2,Minor,1,Rural,8,1,3724,10677,14825
Mazda,CX-5,2019,11437,4,Total Loss,4,Residential,11,5,10865,87672,184467
Toyota,Corolla,2016,6745,1,Minor,4,Rural,10,0,2005,1811,6300
Tesla,Model 3,2022,36950,4,Total Loss,3,Urban,23,5,35102,139560,417523
BMW,3 Series,2019,21335,1,Minor,1,Highway,1,0,4700,2970,12877
Jeep,Wrangler,2024,40705,3,Severe,2,Residential,2,3,41865,32299,112137
Tesla,Model 3,2018,16992,2,Minor,3,Rural,17,6,4558,9691,24406
Toyota,Corolla,2017,8882,3,Total Loss,1,Rural,19,0,8437,37579,53833
Chevrolet,Silverado,2019,27726,2,Minor,3,Highway,10,4,4827,13197,37446
Jeep,Wrangler,2023,31111,3,Severe,4,Rural,7,5,35533,14843,107668
Tesla,Model 3,2023,37711,4,Total Loss,4,Residential,22,0,35825,143358,418781
Honda,Civic,2024,19682,2,Moderate,4,Residential,21,7,9723,13421,39255
Subaru,Outback,2017,10095,3,Severe,2,Urban,21,1,20451,38174,91719
Hyundai,Elantra,2017,7571,1,Minor,2,Residential,20,0,2067,3448,6596
BMW,3 Series,2019,16992,2,Moderate,1,Rural,22,0,12646,9803,26958
Mazda,CX-5,2018,10935,1,Minor,4,Rural,12,0,2429,3473,12781
Mazda,CX-5,2018,10551,2,Moderate,4,Residential,14,5,7690,6559,21441
Toyota,Camry,2024,24511,2,Moderate,1,Residential,6,2,10882,10416,19013
BMW,3 Series,2016,13793,3,Moderate,2,Residential,17,3,11206,23906,42199
Mazda,CX-5,2017,8710,1,Minor,4,Rural,13,0,2240,1309,6865
Mercedes-Benz,C-Class,2022,33115,2,Moderate,4,Urban,13,8,20895,12737,69301
Jeep,Wrangler,2015,7849,3,Severe,1,Rural,17,0,20180,24234,48384
Ford,F-150,2017,15085,4,Total Loss,4,Rural,14,0,14330,46856,113611
Mazda,CX-5,2015,6844,4,Total Loss,3,Residential,22,2,6501,63977,147116
Ford,F-150,2015,10278,2,Severe,1,Rural,17,1,22400,7303,33730
Chevrolet,Silverado,2021,23738,3,Total Loss,4,Rural,14,8,22551,19751,91912
Toyota,Camry,2018,11663,2,Minor,3,Highway,15,5,2433,6556,18636
BMW,3 Series,2016,11693,3,Moderate,2,Highway,23,4,10261,21062,81081
Mercedes-Benz,C-Class,2015,9967,1,Minor,1,Rural,2,0,3094,3177,6558
Toyota,Corolla,2023,20796,1,Minor,4,Highway,14,0,3059,1647,10430
Hyundai,Elantra,2022,16239,2,Moderate,4,Highway,13,4,8653,5644,38642
Tesla,Model 3,2023,45645,4,Total Loss,2,Highway,23,2,43362,81630,273563
Tesla,Model 3,2020,26117,4,Total Loss,1,Urban,23,0,24811,123805,207251
Toyota,Camry,2016,6117,3,Severe,1,Residential,17,1,17936,39703,60702
Honda,Accord,2021,21525,2,Minor,3,Urban,21,6,3329,11349,24480
Nissan,Altima,2022,17615,2,Moderate,2,Residential,21,3,9227,8960,21650
Honda,Civic,2024,25208,1,Minor,1,Urban,10,0,3516,3546,6880
Hyundai,Elantra,2021,14800,4,Total Loss,4,Residential,1,3,14060,73086,194191
Honda,Accord,2019,15000,1,Minor,3,Highway,14,0,2775,1310,8926
Toyota,Camry,2019,9513,3,Total Loss,2,Residential,2,1,9037,35355,63592
Hyundai,Elantra,2017,8334,1,Minor,4,Residential,16,0,2125,1246,5702
Subaru,Outback,2023,21956,4,Severe,2,Residential,5,1,26856,77734,173053
Tesla,Model Y,2024,56279,4,Total Loss,2,Rural,13,4,53465,91054,219695
Toyota,Camry,2023,17118,1,Minor,2,Rural,9,0,2869,2055,7014
Jeep,Wrangler,2020,17784,2,Minor,2,Residential,22,0,3456,6625,14158
Mazda,CX-5,2018,13070,4,Total Loss,4,Urban,5,0,12416,65135,217572
Honda,Accord,2022,18955,3,Total Loss,3,Rural,20,6,18007,14590,58011
Hyundai,Elantra,2019,11819,1,Minor,2,Rural,9,0,2386,2500,6487
Honda,Civic,2022,18139,1,Minor,1,Urban,5,0,2951,1706,6867
Mazda,CX-5,2015,6103,2,Moderate,1,Rural,2,2,6556,13387,24169
Honda,Accord,2019,10136,4,Severe,4,Residential,11,8,20169,75883,179058
Mercedes-Benz,C-Class,2016,15033,4,Total Loss,3,Rural,18,2,14281,68063,153785
Hyundai,Elantra,2019,11316,4,Total Loss,4,Urban,19,8,10750,98120,225195
Mercedes-Benz,C-Class,2023,45888,1,Moderate,2,Residential,6,0,27026,1931,39084
Honda,Accord,2022,23727,3,Severe,1,Urban,3,2,27100,23323,63673
Mercedes-Benz,C-Class,2019,26431,1,Moderate,3,Urban,16,0,17686,1612,37159
Toyota,Corolla,2022,15624,4,Total Loss,3,Residential,6,2,14842,111133,185663
Jeep,Wrangler,2019,15869,4,Total Loss,4,Highway,20,1,15075,69637,241614
Tesla,Model Y,2024,49699,4,Total Loss,1,Residential,17,2,47214,80281,132804
Mercedes-Benz,C-Class,2020,29529,4,Total Loss,4,Rural,17,1,28052,53003,166759
Nissan,Altima,2016,7541,2,Moderate,4,Urban,18,1,6809,12311,35979
Tesla,Model Y,2023,50263,3,Severe,3,Highway,5,4,69284,42303,288215
Subaru,Outback,2016,8254,3,Severe,4,Rural,17,4,19457,28320,104579
BMW,3 Series,2018,20029,3,Total Loss,3,Rural,9,4,19027,40603,84603
Mercedes-Benz,C-Class,2024,43178,1,Minor,3,Highway,16,0,8408,2310,20668
Nissan,Altima,2016,8156,1,Minor,3,Rural,11,0,2152,2651,7026
Jeep,Wrangler,2018,10777,2,Moderate,4,Highway,6,3,8556,11817,46094
Toyota,Corolla,2015,4214,2,Moderate,3,Residential,18,5,5948,11710,27156
BMW,3 Series,2018,19161,2,Moderate,3,Highway,16,2,13622,9742,45844
BMW,3 Series,2015,9226,2,Minor,2,Highway,9,3,2883,4561,14007
Mercedes-Benz,C-Class,2020,30388,4,Total Loss,2,Rural,5,2,28868,42800,103156
Honda,Accord,2024,27627,2,Severe,4,Rural,15,6,29089,9639,69622
Nissan,Altima,2021,18174,2,Minor,3,Urban,22,4,2953,10272,24866
Mercedes-Benz,C-Class,2018,21155,2,Severe,3,Rural,12,6,35308,5195,59780
BMW,3 Series,2018,15996,1,Minor,2,Rural,12,0,3899,2441,8771
Tesla,Model Y,2022,41277,2,Severe,2,Highway,0,3,59579,7639,125026
Tesla,Model Y,2022,33539,2,Severe,2,Highway,12,3,51222,12107,110429
Nissan,Altima,2023,19409,3,Severe,4,Residential,20,7,24316,17796,69714
Hyundai,Elantra,2024,26721,2,Severe,1,Urban,21,0,27024,13626,51210
Honda,Accord,2017,11710,3,Moderate,4,Highway,8,2,7986,32624,120294
Chevrolet,Silverado,2015,11943,2,Moderate,1,Rural,23,1,9299,13242,29496
Mazda,CX-5,2018,13024,1,Minor,3,Residential,23,0,2607,3582,10449
Hyundai,Elantra,2024,21439,3,Total Loss,2,Rural,17,1,20367,42617,91308
Mazda,CX-5,2016,7960,3,Severe,4,Residential,6,4,19059,42918,103978
Tesla,Model Y,2021,31727,2,Moderate,1,Rural,10,2,22132,12177,33479
Honda,Accord,2015,6496,4,Total Loss,1,Rural,18,2,6171,122208,115924
Tesla,Model Y,2020,27500,4,Severe,4,Highway,9,5,44700,124976,418112
Chevrolet,Silverado,2019,28046,2,Moderate,2,Urban,5,2,15096,8840,46508
Jeep,Wrangler,2023,33419,1,Moderate,3,Urban,18,0,16028,2358,35182
BMW,3 Series,2022,27975,2,Moderate,1,Urban,15,2,17588,10397,27222
Chevrolet,Silverado,2015,14029,3,Severe,3,Rural,3,2,25100,41038,116421
Toyota,Camry,2022,16876,2,Moderate,2,Highway,15,0,9050,12667,36385
Mercedes-Benz,C-Class,2018,15672,3,Severe,4,Highway,12,3,30045,42008,163703
Hyundai,Elantra,2020,11748,2,Minor,4,Highway,19,1,2381,7751,26434
Honda,Civic,2019,9085,1,Moderate,1,Urban,19,0,7180,1536,9002
Honda,Accord,2019,10423,2,Severe,4,Urban,14,6,20315,9831,58563
Mercedes-Benz,C-Class,2024,55049,2,Minor,1,Urban,6,2,10307,4476,17299
Toyota,Corolla,2015,4485,1,Minor,3,Residential,23,0,1836,2089,6409
BMW,3 Series,2017,12997,1,Minor,1,Rural,15,0,3449,1818,4934
Hyundai,Elantra,2015,5778,3,Severe,3,Residential,6,6,17600,34775,77182
Tesla,Model 3,2019,21855,2,Minor,4,Urban,17,5,5433,13090,41106
Toyota,Corolla,2020,11586,2,Severe,1,Residential,16,0,20213,8559,26386
Jeep,Wrangler,2020,18634,1,Minor,2,Residential,20,0,3549,1819,5607
Tesla,Model 3,2020,22265,1,Minor,4,Urban,11,0,5507,2522,15555
Jeep,Wrangler,2016,8170,3,Severe,3,Urban,14,0,20392,35183,93824
Toyota,Camry,2016,7073,1,Moderate,3,Highway,17,0,6697,2726,21871
Tesla,Model Y,2022,38269,2,Minor,2,Residential,14,1,8388,7724,20973
Chevrolet,Silverado,2015,14830,4,Total Loss,3,Urban,18,6,14088,140995,256614
Ford,F-150,2020,18817,1,Minor,3,Highway,23,0,3758,1804,15018
Honda,Accord,2021,22860,4,Total Loss,4,Highway,6,6,21717,87067,252385
Hyundai,Elantra,2021,11257,3,Total Loss,3,Residential,8,6,10694,23095,55590
Honda,Civic,2018,10779,4,Severe,4,Urban,10,1,20173,97153,272394
Ford,F-150,2024,55654,4,Severe,2,Urban,6,2,55070,127170,282206
BMW,3 Series,2020,23693,2,Moderate,1,Urban,16,2,15661,11432,27812
Toyota,Camry,2018,7656,4,Severe,1,Urban,23,0,18674,83771,151511
Subaru,Outback,2022,27159,4,Severe,2,Highway,6,0,29665,126141,243834
Tesla,Model Y,2021,31691,3,Total Loss,3,Urban,4,6,30106,27536,108121
Mercedes-Benz,C-Class,2024,48009,1,Minor,4,Urban,3,0,9181,1269,27711
Mercedes-Benz,C-Class,2017,13808,3,Severe,3,Urban,14,1,28255,12777,74523
Honda,Accord,2015,5931,4,Total Loss,3,Highway,22,4,5634,138132,401390
Jeep,Wrangler,2020,20146,2,Moderate,1,Urban,0,2,11648,6182,21195
Tesla,Model 3,2022,36476,4,Total Loss,4,Rural,19,0,34652,88512,226700
Nissan,Altima,2017,8389,4,Total Loss,4,Residential,20,0,7969,51480,111090
Tesla,Model Y,2021,38505,2,Severe,4,Rural,6,8,56585,10864,139416
Tesla,Model 3,2020,23400,1,Minor,4,Rural,6,0,5712,3300,16955
Subaru,Outback,2021,18539,2,Minor,1,Highway,13,2,3168,9488,15047
Honda,Civic,2022,19434,4,Total Loss,2,Highway,11,4,18462,48182,122178
Tesla,Model 3,2022,31321,4,Severe,2,Urban,13,2,48826,119883,226221
Nissan,Altima,2023,22271,1,Minor,4,Residential,1,0,3281,2581,13541
Hyundai,Elantra,2021,15073,2,Moderate,1,Highway,8,1,8391,8763,21240
Tesla,Model 3,2024,43545,4,Total Loss,1,Rural,0,2,41367,135879,214169
Honda,Accord,2021,16550,4,Severe,2,Rural,14,1,23440,142116,188039
Tesla,Model Y,2020,32748,4,Severe,4,Rural,23,3,50367,102454,344301
Ford,F-150,2018,12748,2,Moderate,3,Residential,0,4,9589,12219,43177
BMW,3 Series,2022,28552,3,Severe,4,Residential,0,2,40696,30332,144075
Ford,F-150,2024,56723,3,Severe,1,Highway,22,1,55840,41553,156553
Toyota,Camry,2020,11561,3,Moderate,1,Rural,18,0,7774,29643,39879
Toyota,Corolla,2021,15470,2,Moderate,1,Urban,5,0,8480,10270,21755
Mercedes-Benz,C-Class,2016,12503,1,Minor,3,Highway,21,0,3500,2983,15489
BMW,3 Series,2021,24983,1,Minor,3,Rural,7,0,5247,1984,12348
Toyota,Corolla,2019,10709,1,Minor,4,Residential,22,0,2303,3183,11627
